Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,AUC_ROC_Macro
0.884204595456364,0.830012019258782,0.8845893488606267,0.7324865551853649,0.884204595456364,0.7328200569640657,0.8664097434594539,0.9907282814666983
